,beat,population,crimes,square_mileage,households,85,80-84,75-79,70-74,67-69,65-66,62-64,60-61,55-59,50-54,45-49,40-44,35-39,30-34,25-29,22-24,21,20,18-19,15-17,10-14,5-9,0-4,<=21,22-29,30-39,40-49,50-59,60-64,65,med_income,pop_food_stamps,percent_on_fs,bachelors,high_school,no_high_school,percent_bachelors,percent_high_school,percent_no_high_school,se_35+,se_25-34,se_20-24,se_18-19,se_15-17,se_10-14,se_5-9,se_0-4,total_se,percent_se,percent_se_0-4,percent_se_5-9,percent_se_10-14,percent_se_15-17,percent_se_18-19,percent_se_20-24,percent_se_25-34,youngPop,percent_se_35+,Crime_density,Crime_density_young
88,813,24325.415719478,1498,1.3810510421,6658.4743961455,350.6033919184,246.7030943139,325.2431594674,388.8677884474,498.4958381998,271.1205892146,577.9371052109,324.7858284671,949.7544654854,1345.8127697902,1395.5899951425,1770.0011070005,2036.772291743,2279.9128639965,1580.1261307071,777.4955439247,556.550351002,410.2424780133,730.3253292874,1309.9307682149,2044.4923236764,2330.9970388982,1823.648586319,9206.1868754112,2357.6216746318,4316.6851557395,3165.591102143,2295.5672352756,902.722933678,2081.0338615615,54172.5126588945,1434.2600262203,21.5403700741205,2867.0811388248,7645.7054802084995,3828.9398064954,19.9911759535815,53.3108887203526,26.6978873917385,207.4591046627,364.4215784938,508.5156803308,579.0002259984,1239.8836461117,2011.7313217135,2256.8570766949,1037.4871878794,8205.3558218852,33.7316160040585,56.8907406647653,96.8193884004956,98.3975972135719,94.6526088398812,79.2797679033462,29.1531886710737,9.4408781619519,10481.6943054385,1.4985790197447,0.061581681368779735,0.1429158260437678
89,814,9600.9987977028,766,1.0303027332,3040.0671273212,162.3027309633,179.6889052016,216.7651353382,347.1297553306,158.5683865905,217.6186218996,343.7086132293,241.936240209,592.4655921527,466.5900520549,591.2926119967,836.1837068486,686.9293316211,672.2481622775,646.5270662019,367.6029524727,67.7396561242,96.8811165698,249.9760315134,400.4179619384,600.772993779,840.7506258065,616.8020524805,2873.3404382118,1014.1300186746,1359.1774938986,1427.4763188453,1059.0556442076,585.6448534383,1282.0735353238,49763.3613045173,545.0596892788,17.9291991410429,1341.8178606784,3380.893421341,1637.2436298929,21.097581307196,53.158238489718094,25.7426001051218,124.8215158258,135.0566884706,217.1182824663,225.1371485483,400.0892857535,587.8685511643,802.0237447718,247.2118368491,2739.3270538497,28.5316883333548,40.0796067157892,95.3937731538944,97.8520268473574,99.9179167229889,90.0634941619319,40.7945516518069,10.2410695586333,5041.2801785389,2.73748286355196,0.07978336589139855,0.1519455322600236
90,815,16260.3301385457,1172,2.0317395342,4675.5790595145,274.5735574336,291.0744549139,248.876929334,443.1919261,402.8811707377,377.4350316788,320.0362277643,411.6678860516,866.1865624865,799.6435439155,1109.3811635149,1212.5920980418,1154.9021609002,1251.7587786268,1370.1300471454,605.2305374224,160.650658624,252.9628376814,395.6743292622,845.7141864865,1258.5596721395,1050.8804813377,1156.3485305681,5120.7906960994,1975.3605845678,2406.660939527,2321.9732615567,1665.830106402,731.7041138159,2038.033070198,47868.7777953813,916.6535321537,19.6051338344578,1684.2340143134,5628.5768040149,3221.5206827269,15.988082649733,53.430907093778,30.5812247559071,186.3268105203,327.4515990461,472.523018953,312.1148050018,834.7000420549,1258.5594323174,1007.1846071296,508.5132686935,4907.3735837166,30.1800365792297,43.9757785175438,95.841974897804,99.9999809447176,98.6976516880534,78.8817423621566,46.3783467646278,12.4891488848563,7912.4200792516995,2.23201746541167,0.07207725735049694,0.14812155930311013
91,821,10199.6771260756,873,1.6719706215,3009.6839348696,99.8987930974,107.5408265826,177.2159564045,297.4902502504,98.2146219321,152.2635697055,204.3879462154,201.1472918127,539.9534589488,501.2815950115,562.853023522,1000.799610236,871.3473887503,629.1570915575,653.9550728739,509.777490975,274.1195546154,98.3625472568,317.6323548035,575.933368476,935.9158804729,919.6284776525,470.8565494253,3592.4487327024,1163.7325638489,1500.5044803078,1563.652633758,1041.2350539603,405.5352380281,932.6240179725,42488.2791577752,701.4738886504,23.3072277299042,897.6056540689,3171.5411243913,2028.3597184455,14.7209984702929,52.0142134009459,33.2656998951434,58.3752913219,124.5256579646,331.2878643068,188.3263501682,567.0493494981,934.5872288805,884.9579125982,121.366086109,3210.4757408473,31.4762487200666,25.7755968897815,96.2299378611239,99.8580372851748,98.4574571531758,59.2906696437478,37.5499305411549,9.70497057206082,4814.3387379668,1.08396700661924,0.0855909446160962,0.1813333144000347
92,822,21216.6180089933,1157,1.1395779876,5113.8397640669,168.3655871471,184.0210356537,227.5314812241,516.4521642041,338.487957232,237.4223032785,583.2715085641,296.8097968216,803.0406965492,1037.1974669013,1195.141859593,1484.313944581,1717.3260318823,1509.8991009919,1643.1182624765,952.3121717235,424.5875548739,343.5331418493,858.629300201,1182.026179246,2158.2520535014,2065.8458920545,1289.0051027513,8321.8792244774,2595.4304342,3227.2251328742,2679.455804174,1840.2381634505,880.0813053857,1672.2805287395,49586.1425165499,1319.8051583915,25.8084965365026,1588.5098154884,6093.4016704181,4260.4877111866,13.301399012047,51.023145194721295,35.6752262276654,131.8698422645,336.1219241406,552.7929343863,565.8439039592,1111.3448964388,2155.0598321165,1939.3419422295,499.9430842541,7292.3183597895,34.3707859409941,38.7851904687579,93.8764091594852,99.8520922808936,94.0203284793331,65.900837978245,32.1310377478077,10.6603258210687,8789.409249324,1.06113806257496,0.05453272522084202,0.13163569554904792
93,823,21821.9396880401,1756,0.9468774658,6046.0129143148,117.8108274697,227.5694872235,192.8050836462,499.9614183001,397.422582236,218.6444926682,533.0874335312,339.7841114967,1150.4899927163,1068.6170460487,1222.8025297772,1634.508440888,1651.6666508356,1687.7805909338,1588.1556025115,1033.5595009235,424.8583278468,295.2490334722,745.3941151778,1161.4537721532,1800.6592787874,2016.459054726,1813.2425827254,8257.3161648888,2621.715103435,3339.4472417694,2857.3109706652,2219.107038765,872.8715450279,1654.2138915437,35823.5209380015,2218.3929574303,36.6918329297302,1400.7194356312,6111.059912353,5019.3269647402,11.1779768513399,48.767286652698495,40.0550739812425,194.8795183066,308.721608681,487.1945372427,492.6218283694,1120.0213522753,1793.9225328186,2000.5416312051,859.8982994388,7257.8013083375,33.2591942425506,47.423235458453,99.2106250070591,99.6258733649302,96.4327103780386,66.0887734875522,27.781475930936,9.42392007813552,9255.1278287825,1.55074748065905,0.08046947361706837,0.18973265766670663
94,824,15927.9907295003,988,0.7447819,3802.098959659,62.3918422936,87.9143468118,119.5478347558,421.0663794487,241.9673197787,92.5281936067,197.4023932761,214.2895402942,761.5198483914,890.5710123928,945.2205808721,1088.6646566239,1213.9145822175,1383.8271010021,1435.515164167,633.4062261496,327.8288822351,264.5308422805,388.5182746047,717.828308987,1372.2456345856,1713.1818828957,1354.1097499435,6138.2435755321,2068.9213903166,2597.7416832196,2033.885237496,1652.0908607842,411.6919335703,1025.4159166953,38648.7877737376,1459.1566134138,38.3776600476666,932.8154889987,4645.1174480236,3578.4078536728,10.1876447846611,50.7311543403862,39.0811993773731,117.0393966094,244.7215953284,387.192990527,273.5844456027,712.7993384897,1318.0846673044,1672.6665446261,569.7688566709,5295.8578351586,33.2487501097682,42.0770071772006,97.6350824933358,96.0531142591278,99.2994187559422,70.4173943635109,31.5878402656623,8.68009529569203,6336.9986626495,1.22030542610833,0.06202916719245203,0.1559097693713126
95,825,8436.8475849986,962,0.4965076507,2484.0925205769,154.2863985016,85.6581368095,87.3320670972,220.0311406182,139.5942870963,121.7245169593,317.602104467,109.4644568213,486.7570491234,525.6707261844,419.9746368339,369.1091773108,427.7172439795,618.5268803062,721.9115756964,609.6413235091,123.7217437647,159.7210316225,263.3425410927,370.3709524757,635.447523556,730.1811382065,739.0424612331,3021.8273919512,1331.5528992055,1046.2441242857,789.0838141447,1012.4277753078,427.0665612883,808.6265470821,28109.6202636692,1114.5206825098,44.8663112697174,540.2484709969,2817.8644490414,1447.2474665759,11.2425780706196,58.6397977255046,30.1172395739725,53.8913718021,118.4670852016,135.5524219059,160.7306843163,370.3688979031,630.7392572061,718.458992917,354.6487419302,2542.8574531823,30.1399003308262,47.9876002440327,98.3946250216361,99.2590629162339,99.9994452662699,61.0348345730137,15.1780131427062,8.83793542859757,3464.9404135357,1.08391749772439,0.1140236314936534,0.2776382520870985
96,831,13481.9189666639,1288,1.251317739,4097.5056904929,70.3525375763,88.3573361608,155.8203079955,308.5999233127,210.6413462759,215.7181639357,395.3042005243,309.8771423709,646.1407000408,945.7871599811,773.9154877312,818.8349151332,1002.4479919506,1069.0579526328,1106.8650441068,520.5462429168,259.6797999095,168.4646557297,364.3969878545,723.8591824107,931.9098844792,1111.1124938537,1284.1917700339,4843.6147742712,1627.4112870236,2071.5059445834,1592.7504028644,1591.9278600219,705.1813428952,1049.4896152569,35366.317305149,1369.1965587582,33.415366864164,1212.5805407232,4853.0728450222,2052.0668485769,14.9373823199728,59.7834140316481,25.2787390477612,60.2649480088,199.5840515909,267.3135162075,248.1734899182,705.185213074,914.8616919197,1089.4643154947,605.568017267,4090.4152434808,30.3400076324073,47.1555753118566,98.0516663723295,98.1706179059333,97.4202207016965,68.1052528396017,28.1770988810555,9.17238578249122,5941.8349527363,0.799260961780826,0.09553536133726782,0.21676805401786828
97,832,7228.8917662614,919,0.4873304628,2359.693023616,54.4544833535,44.000699686,129.0407793768,182.7598820478,189.2864089908,114.47553379,261.4100610174,133.8810172484,495.4177143872,530.3661787608,543.7601082536,669.8147911066,429.3716092451,548.2379132692,341.5992497897,305.1498307161,153.923073325,113.707028033,210.924518066,420.7121622535,481.4159429755,423.3704369338,451.8438219202,2255.896983507,646.7490805058,977.6095225143,1213.5748993602,1025.783893148,395.2910782658,714.0177872449,31568.9063397127,989.9802388637,41.9537723320744,802.6799943809,3042.21256482,822.9838777982,17.1959437947997,65.1738135280513,17.6309171845742,56.3561132921,107.6327105445,65.1965389852,166.2739375203,405.3673148073,460.624805081,411.8384360973,249.9433546497,1923.2332109774,26.6048140318478,55.3163156215163,97.2761440501092,95.6812527300206,96.3526494304308,78.831014547238,11.3824761194262,12.0957760602516,3778.0077889794,1.63309209069635,0.12712875357868078,0.24324989553509122
98,833,20686.7636150012,1168,2.3954094325,5567.5441720224,273.4892182839,201.9622456727,222.2324269464,341.2859205542,345.4244767249,180.4051749078,426.2882365857,504.0666234081,1013.6368237002,1064.6050738771,1551.5160606776,1558.6312983325,1454.9639582349,1748.3492539344,1559.9210317951,858.3187069734,230.3463305417,270.6536128209,726.0046884083,1333.4331068834,1813.1136901056,1644.1074219531,1364.2102796448,7381.8691303578,2418.2397387685,3203.3132121693,3110.1473590101,2078.2418975773,930.3548599938,1564.7994630899,55784.5140553877,1095.4019720459,19.6747782900481,2304.0909720906,6507.63717421,3635.0496817603,18.5118462559341,52.2845583432284,29.205218742024,249.4774750516,334.4054748012,566.1394622917,586.8440012777,1274.5925531124,1780.921929066,1636.8061491733,858.887922866,7288.0749676399,35.2306194592705,62.958616840919106,99.5559126683385,98.2245040002028,95.587288671081,80.831985061185,41.6487673550098,10.108166682864,9138.3054919405,2.16026652556697,0.05646122427545959,0.1278136303311499
99,834,24860.5383248726,1150,2.2789789671,7311.4665649009,330.4042450176,341.0569178477,268.8501870198,613.3526725852,332.8144782884,373.9551333894,543.0084308977,540.771981201,1366.1735286201,1789.0962510832,2066.4819009783,1577.5418559508,1765.4113652947,1477.8861025599,1732.2142763004,1204.9181029649,509.3089692645,207.8626505031,830.9311259306,1300.7604352552,2086.1465914189,1930.812911477,1670.7376744045,8536.5603582538,2937.1323792653,3243.2974678546,3644.0237569291,3155.2697797033,1083.7804120987,2260.4336341481,63208.667954019904,1192.988448714,16.3166778938853,4253.346370286,8109.3732050226,2756.2997516592,28.13234690942,53.6367557120233,18.2306292621099,217.3547347172,343.8500828859,977.2964002898,691.9709169789,1280.6552455126,2075.6542823227,1869.2008608722,1120.1764143618,8576.1589379411,34.4970765550993,67.0468159976738,96.8090098093622,99.4970483311499,98.4543510705216,83.2765671407397,50.8455140637476,10.7115056323559,11908.9594847936,1.678210335597,0.04625804900006699,0.09656595116209946
100,835,17108.6947318138,1315,2.4005698987,5436.803717146,269.0154678819,103.0693356578,294.8232803365,739.6990483118,476.8856540184,233.554981919,393.2957812778,426.4721588948,1369.2270123673,1519.4908460845,1338.2515975042,1082.6401454377,1012.4896416602,763.0944213226,896.8220006212,900.153166933,185.659380187,361.5075670691,519.8913446439,759.298658431,1426.3517789056,1102.1181474828,934.8291194888,5289.6559962082,1796.9751675542,1775.5840629828,2420.8917429419,2888.7178584518,819.7679401726,2117.0477681254,65796.069374229,1129.4544647004,20.7742365452416,3194.4656465773,6522.47327917,1201.8924475651,29.2563341422182,59.7357050602641,11.0074644523563,311.3399771926,300.0509489355,491.3407568881,308.9954117868,755.810212644,1412.8277153773,1102.1174177621,463.3271565888,5145.8095971752,30.0771606357936,49.562764673202,99.9999337892492,99.0518423485491,99.5405700051929,59.4346135918933,33.9483126138537,18.0762684776703,9258.9691467288,3.96625300869328,0.07686150349943081,0.14202444993183613
101,911,11691.953362235,530,1.1236336448,2792.4659144959,45.4267389945,193.6635008662,148.8880103896,197.2642459328,127.5510103267,123.9724396132,254.9340301346,157.5611016736,584.5781337921,872.4930646264,808.3206240392,798.7196538478,918.8148040049,941.2120627354,1088.8468101449,706.4880015962,154.7937347791,239.5811458264,496.1387541955,651.8386123133,774.059274077,809.4065060071,597.4480635224,3723.2660907208,1795.3348117411,1860.0268667403,1607.040277887,1457.0711984185,412.4951318082,836.765946123,39498.068904582,792.3214367007,28.3735401240782,977.5076663081,3149.6525203708,3135.0860303997,13.4602154247846,43.3705053153459,43.1699257191424,64.0994980555,152.9764163377,293.7641847492,303.9919086357,629.6339036331,774.0576905523,801.153932961,289.4781399433,3309.1556748678,28.3028470294482,48.4524358881693,98.9804167640299,99.9997954259121,96.5935266397616,61.271550763783694,26.6849023160522,7.53556551395247,5232.1403970377,0.992281021150931,0.045330321083207496,0.10129697595654583
102,912,16085.4576636189,923,1.6291959394,5126.4545643577,135.8342359606,261.7648622701,129.8003449409,485.6626583858,345.8469328355,246.8847035653,434.9331144958,304.0093624268,939.7731444431,996.0958003974,880.0426742608,1186.1809867558,1222.3646418791,1400.6295889192,1456.6878858303,803.9325659443,241.652959783,171.3189221409,390.3970673577,464.198238944,1397.9439727662,1103.1826027962,1086.2350587958,4854.9288225838,2260.6204517746,2622.9942307983,2066.2236610166,1935.8689448405,738.9424769226,1605.7937379582,44375.0728876252,1214.3774507237,23.6884465760568,2753.3628371048,4597.4153495793,3075.7327944829,26.4071108582443,44.0931558898329,29.4989152100465,242.9171947339,441.269022067,528.5752752401,326.6550410273,443.4792145831,1394.9460906987,1057.3840943187,513.2204697108,4948.4464023796,30.7634790744667,47.2476436435182,95.8485106308406,99.7855506282152,95.5365999646975,83.6725140478587,43.4360541755,15.4434719266079,7569.2788003413,2.85242006578064,0.05738102199526376,0.12194028312953432
103,913,15112.5820580951,831,1.0026622415,5716.0933776852,177.7381414451,138.1309987323,219.5602798429,398.4422462711,409.9407180171,311.6714343102,543.4255874019,378.525939174,1223.262308746,1219.2558506159,731.8310037147,967.2294441914,1033.2980385207,1408.0664893032,1634.4882429653,752.4897061486,161.6860929983,313.3185030507,315.4628219993,413.4175107103,739.0006239069,771.0362373374,851.3315295551,3565.253319558,2386.9779491139,2441.3645278239,1699.0604479061,2442.5181593619,921.9515265759,1655.4838186187,39761.8074244887,920.908048919,16.110794349758,3507.3110379483,4769.9210217469,2517.6346637358,32.4906284144217,44.1870509364278,23.3225771702752,213.0161114022,465.9721936143,715.5313202927,230.5028283365,367.0938915638,727.0976949277,764.0485064553,656.3006498147,4139.5631964072,27.3915018657572,77.0910775685329,99.0937221178825,98.3893208484355,88.7949547500031,73.0681437754372,58.2920278335854,15.3151622441604,7752.28430012,2.8941235586752,0.0549872944812149,0.1071942111291167
104,914,18798.0531583184,1031,0.954502429,6614.3954577718,428.689251006,547.4330147094,562.9497715804,565.758825927,415.6052329553,549.9402689037,532.4419373861,531.2089336986,1141.5450593661,1359.5898300174,1556.6377975724,1408.5594045929,983.9828095714,1525.4503338487,1331.5758104526,768.2120436813,229.5550676324,166.6455311039,332.6798985508,821.6898941808,1084.1194992616,914.1355999416,1039.6521318747,4588.4776225458,2099.7878541339,2509.4331434201,2965.1972021653,2501.1348893835,1063.6508710847,3070.3763650818,34882.1704117249,1797.1628002387,27.1704770558746,3666.891540862,5617.7184520572,4156.7582887728,27.2806515724357,41.7942603468955,30.9251237139638,205.9996860335,346.7850203679,721.6112307329,296.786847791,701.3072654065,1075.5140142612,904.587947902,643.6663799771,4896.2583924721,26.0466248884153,61.9117068337504,98.9555540731364,99.206223575329,85.3493842839192,89.2109349208788,61.9721226346926,12.1379715428788,10584.33734779,2.50799626850308,0.05484610514274284,0.09740808197267747
105,915,12204.2560519739,889,1.0695576779,5094.4658048805,217.5015214528,226.1336657879,283.5332864181,239.8843706544,335.4844723504,315.2482188232,648.1386600259,472.4308065355,844.8122464741,765.604369807,621.5430704795,744.7608424248,752.545563699,1238.1362221271,1293.4266357726,598.6000521649,161.8838079219,139.1817441149,137.8653089305,383.3860499053,517.2673685942,568.2081898915,698.6796879753,2606.4721573336,1892.0266879375,1990.6817858261,1366.3039129043,1610.4166162811,1120.5694665614,1617.7855354868,49977.057640380706,913.6561779265,17.9342881652325,3378.5528457783,3951.1113235192,1669.5197624245,37.5428806091483,43.9052184362573,18.5519019463132,211.42634345,418.9088695656,541.5637537386,89.6526608864,383.3860499053,504.3535499366,558.5963741647,419.0448180804,3126.9324197276,25.6216553177107,59.9766710400223,98.3083989464081,97.5034538341948,100.0,65.0291662071386,60.1961163358185,16.54744097143,6467.6209845757,3.6855463344976305,0.07284344053533802,0.13745394204764486
106,921,14640.8062483577,519,0.5189740602,3902.9790565601,136.2560612096,104.3180348826,140.4257334681,193.4783632356,191.1957555813,184.9656678707,206.9708785474,348.6613459984,530.1807466815,875.1609464502,809.6529556606,1164.737319701,1179.4951763657,1326.1579584824,950.4814985631,718.1584836006,339.544319429,371.5785045746,508.6458376159,655.6141193951,1468.4092885985,1199.8862420639,1036.8082542966,5580.4865659736,1668.6399821637,2505.6531348481,1974.3902753616,1405.3416931317,555.6322245458,950.6396162479,42931.6512586752,1172.5124059731,30.0414731665636,1272.5353904153,3396.886259182,3672.7167930951,15.2542651729251,40.7194991590112,44.0259628839428,79.8655419566,220.5879461009,505.9997175303,315.5536121083,621.6719553867,1440.2716558209,1171.7331707937,443.0595790229,4798.7431787203,32.7764953467545,42.7330296790012,97.6536883011697,98.0838017713402,94.8228442609325,62.03798178853631,35.4023882379369,9.68919103190662,6065.521741738,0.931345681824874,0.03544886744595897,0.08556559882205401
107,922,15971.6395732396,1024,0.7887343667,4376.3981436292,221.9348894411,89.3465228672,141.811526861,226.6735364736,188.9478064585,245.764302891,473.1294408627,336.2551683845,606.6572570932,618.3401155145,997.8611853287,1264.9421098833,1527.1242232312,1169.3412374922,1158.0846052993,817.0621996256,227.0278154691,100.6115899896,480.35400471,908.2858801152,1435.1896099583,1465.2580119117,1271.6463443612,5888.3732565151,1975.1468049249,2696.4654607234,2262.803295212,1224.9973726077,809.3846092472,1114.4785849924,36845.2346037215,1044.4714634245,23.8660064543021,962.7186896051,4022.9870678367,4280.5081819124,10.3895692069701,43.4156966218032,46.1948401720786,96.9842486037,217.6735735359,385.7315296391,323.3464694444,876.4719657506,1410.025158452,1401.2654431732,594.2780913785,5305.7764799774,33.2199863116571,46.7329689589939,95.6326757323094,98.246611365377,96.4973677273762,67.3142029157457,33.6971249036288,9.35254604180315,6938.7782743074,1.0736824732952,0.0641136431425429,0.1475764118002764
108,923,15721.7133534635,843,0.7679835739,3845.0810112919,115.1513647792,5.0297661855,224.4762620127,309.8932322377,259.3361494534,134.0528861071,207.4437329683,192.2095487344,674.4082036667,900.9646556815,976.1848282445,1192.9189781049,1011.9933382926,950.7512450261,1317.2127573747,741.3033734037,303.0547190932,373.9652407342,577.9412478051,997.5930244561,1341.7996779158,1556.081398089,1357.8809709325,6508.3162790259,2058.5161307784,1962.7445833187,2169.1038063494,1575.3728593482,399.6532817027,1047.9396607756,39854.036345887,1269.6854209567,33.02103173452,788.2993841684,3624.9352021336,4058.7923748658,9.30465847034009,42.7867694816835,47.907784286787106,53.2379326238,93.922501339,490.5622182586,375.2350089894,975.1091454774,1341.7910815675,1458.7580336208,627.6348873563,5416.2508092328,34.4507668309548,46.2216424555448,93.7456122418968,99.9993593419017,97.7461872299119,64.9261513024834,34.5874742919898,4.14126949279514,6204.1296986331,0.559363957854791,0.053620110038088614,0.13587723676791133
